Column1;Course code;Course Name;Long descrition;Description;Prerequisites:;Semester;Format;CRN;Subject;Course;Type;Credits;Instructor;Status
181;GEOG 460 ;Research in Sustainability.;"Through engaging in real-world sustainability challenges through hands-on research, learn to critically analyze problems that arise at the interface of multiple disciplines including the scientific-technological, socio-economic, political-institutional, ethical, and human behavioural. Develop an understanding of the leverages and road blocks in achieving a sustainability transition. 
 
 Fall
 Prerequisite: GEOG 360
 
 3.000 Credit hours 
 
 Schedule Types: Research Course 
 
 Faculty of Science 
 Geography Department";Through engaging in real-world sustainability challenges through hands-on research, learn to critically analyze problems that arise at the interface of multiple disciplines including the scientific-technological, socio-economic, political-institutional, ethical, and human behavioural. Develop an understanding of the leverages and road blocks in achieving a sustainability transition. ;GEOG 360; Fall;;3133;GEOG;460;Research Course;30;Graham Kyle MacDonald;Active
182;GEOG 470 ;Wetlands.;"An examination of the structure, function and utility of wetlands. Topics include the fluxes of energy and water, wetland biogeochemistry, plant ecology in freshwater and coastal wetlands and wetlands use, conservation and restoration. Field trip(s) are envisaged to illustrate issues covered in class. 
 
 Fall
 3 hours
 Restriction: Permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Laboratory 
 All Sections for this Course 
 
 Faculty of Science 
 Geography Department";An examination of the structure, function and utility of wetlands. Topics include the fluxes of energy and water, wetland biogeochemistry, plant ecology in freshwater and coastal wetlands and wetlands use, conservation and restoration. Field trip(s) are envisaged to illustrate issues covered in class. ;; Fall;;3134;GEOG;470;Lecture;30;Gail L  Chmura;Active
183;GEOG 489 ;Independent Research in Geography.;"Independent research project under the guidance of a staff member specializing in the field of interest. 
 
 Prerequisite(s): Permission of instructor and completion of 30 credits of courses at the 200 level or above.
 A statement of the proposed project and method of evaluation, signed by the student and supervisor, must be submitted to the departmental Undergraduate Coordinator for approval by the add/drop deadline of the semester in which the student registers for this course.
 
 3.000 Credit hours 
 
 Schedule Types: Research Course 
 
 Faculty of Science 
 Geography Department";Independent research project under the guidance of a staff member specializing in the field of interest.;Permission of instructor and completion of 30 credits of courses at the 200 level or above.;;;3136;GEOG;489;Research Course;30;TBA;Active
184;GEOG 491D1 ;Honours Research.;"Supervised reading, research and preparation of an undergraduate thesis under the direction of a member of staff. 
 
 Fall
 Prerequisite: GEOG 381
 Restriction: For U3 B.A. and B.Sc. Honours and Joint Honours Geography students
 Students must register for both GEOG 491D1 and GEOG 491D2.
 No credit will be given for this course unless both GEOG 491D1 and GEOG 491D2 are successfully completed in consecutive terms
 
 3.000 Credit hours 
 
 Schedule Types: Reading Course 
 
 Faculty of Science 
 Geography Department";"Supervised reading, research and preparation of an undergraduate thesis under the direction of a member of staff. 
 ";GEOG 381; Fall;;5666;GEOG;491D1;Reading Course;30;Benjamin  Forest;Active
185;GEOG 491N2 ;Honours Research.;"See GEOG 491N1 for course description. 
 
 Fall
 Prerequisite: GEOG 491N1
 No credit will be given for this course unless both GEOG 491N1 and GEOG 491N2 are successfully completed in a twelve month period
 
 3.000 Credit hours 
 
 Schedule Types: Reading Course 
 
 Faculty of Science 
 Geography Department";;GEOG 491N1; Fall;;5918;GEOG;491N2;Reading Course;30;Benjamin  Forest;Active
186;GEOG 492D1 ;Joint Honours Research.;"Supervised reading, research and preparation of an undergraduate thesis under the direction of a member of staff. 
 
 Fall
 Restriction: Only for those U3 Joint Honours students in Geography who opt to enrol in a parallel course in another department
 Students must register for both GEOG 492D1 and GEOG 492D2.
 No credit will be given for this course unless both GEOG 492D1 and GEOG 492D2 are successfully completed in consecutive terms
 
 1.500 Credit hours 
 
 Schedule Types: Reading Course 
 
 Faculty of Science 
 Geography Department";"Supervised reading, research and preparation of an undergraduate thesis under the direction of a member of staff. 
 ";; Fall;;5667;GEOG;492D1;Reading Course;15;Benjamin  Forest;Active
187;GEOG 494 ;Urban Field Studies.;"Geographical research in urban public and semi-public spaces. Demonstration of techniques of mapping, sampling, measurement, photography, interviewing. Attention to research design. 
 
 Fall
 Prerequisites: One of the following: GEOG 201, GEOG 203, GEOG 210, GEOG 216, GEOG 217, GEOG 272, or permission of instructor
 
 3.000 Credit hours 
 
 Schedule Types: Field Course (DEPT), Midterm Exam 
 
 Faculty of Science 
 Geography Department";Geographical research in urban public and semi-public spaces. Demonstration of techniques of mapping, sampling, measurement, photography, interviewing. Attention to research design. ;ne of the following: GEOG 201, GEOG 203, GEOG 210, GEOG 216, GEOG 217, GEOG 272, or permission of instructor; Fall;;3138;GEOG;494;Field Course (DEPT);30;Kevin Baxter Manaugh;Active
188;GEOG 510 ;Humid Tropical Environments.;"Focus on the environmental and human spatial relationships in tropical rain forest and savanna landscapes. Human adaptation to variations within these landscapes through time and space. Biophysical constraints upon ""development"" in the modern era. 
 
 Fall
 3 hours
 Prerequisite: GEOG 203 or equivalent and written permission of the instructor 
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Geography Department";"Focus on the environmental and human spatial relationships in tropical rain forest and savanna landscapes. Human adaptation to variations within these landscapes through time and space. Biophysical constraints upon ""development"" in the modern era. ";GEOG 203 or equivalent and written permission of the instructor ; Fall;;3139;GEOG;510;Lecture;30;Oliver T  Coomes;Active
189;GEOG 512 ;Advanced Quantitative Methods in Social Field Research.;"How does one collect data to quantitatively assess research questions in human geography or other social sciences, and what methods are available to analyze those data? This course introduces students to advanced statistical techniques commonly confronted in field-based social science studies. The course is divided into four major topics: research design, evaluating impacts of policies or programs, time-series data, and spatial interactions. For the techniques investigated, the course will highlight major technical assumptions, field considerations for data collection, and how each does or does not account for geographic factors that may influence outcomes of interest. 
 
 Prerequisite(s): GEOG 351 or SOCI 504 or SOCI 505 or ECON 337, or equivalent experience in applied multivariate regression with permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Laboratory, Seminar 
 All Sections for this Course 
 
 Faculty of Science 
 Geography Department";How does one collect data to quantitatively assess research questions in human geography or other social sciences, and what methods are available to analyze those data? This course introduces students to advanced statistical techniques commonly confronted in field-based social science studies. The course is divided into four major topics: research design, evaluating impacts of policies or programs, time-series data, and spatial interactions. For the techniques investigated, the course will highlight major technical assumptions, field considerations for data collection, and how each does or does not account for geographic factors that may influence outcomes of interest. ; GEOG 351 or SOCI 504 or SOCI 505 or ECON 337, or equivalent experience in applied multivariate regression with permission of instructor.;;;3140;GEOG;512;Seminar;30;Brian E. Robinson;Active
190;GEOG 514 ;Climate Change Vulnerability and Adaptation.;"A critical examination of: the theoretical and conceptual evolution of climate change vulnerability and adaptation research; methodological developments from the role of model-driven assessments to the rise of participatory case study research, and the integration of vulnerability research into adaptation planning. 
 
 Prerequisite: GEOG 406 or ECON 347, or equivalent with permission of instructor
 
 3.000 Credit hours 
 
 Schedule Types: Seminar 
 
 Faculty of Science 
 Geography Department";"A critical examination of: the theoretical and conceptual evolution of climate change vulnerability and adaptation research; methodological developments from the role of model-driven assessments to the rise of participatory case study research, and the integration of vulnerability research into adaptation planning. ";GEOG 406 or ECON 347, or equivalent with permission of instructor;; Schedule Types: Seminar ;3142;GEOG;514;Seminar;30;Mette  Bendixen;Active
191;GEOG 515 ;Contemporary Dilemmas of Development.;"Analysis of acute geographic dilemmas of international development. Emphasis on 1) rural systems and the problems of agrobiodiversity, land tenure, conflict, food relief, refugees and migration, the peace process, geopolitics and diplomacy; 2) role of development programs and agendas of the international community, the workings of development On the Ground (TM). 
 
 Prerequisite(s): GEOG 310, GEOG 408, or a 400-level course in development
 Restriction(s): Only open to U3 students with permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Seminar 
 
 Faculty of Science 
 Geography Department";"Analysis of acute geographic dilemmas of international development. Emphasis on 1) rural systems and the problems of agrobiodiversity, land tenure, conflict, food relief, refugees and migration, the peace process, geopolitics and diplomacy; 2) role of development programs and agendas of the international community, the workings of development On the Ground (TM). ";GEOG 310, GEOG 408, or a 400-level course in development;;;3143;GEOG;515;Seminar;30;Jon D. Unruh, Michael James  Brown;Active
192;GEOG 530 ;Global Land and Water Resources.;"Linkage of physical processes (hydrology and ecosystems) with issues of societal and socio-economic relevance (land, food, and water use appropriation for human well-being). Application of a holistic perspective on land, food and water issues in an international setting, highlighting linkages, feedbacks and trade-offs in an Earth system context. 
 
 Prerequisite(s): GEOG 203 or ESYS 200 or ENVR 200 or equivalent; GEOG 322 or BREE 217 or equivalent; or permission of instructor.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Seminar, Presentation 
 
 Faculty of Science 
 Geography Department";Linkage of physical processes (hydrology and ecosystems) with issues of societal and socio-economic relevance (land, food, and water use appropriation for human well-being). Application of a holistic perspective on land, food and water issues in an international setting, highlighting linkages, feedbacks and trade-offs in an Earth system context. ;"GEOG 203 or ESYS 200 or ENVR 200 or equivalent; GEOG 322 or BREE 217 or equivalent; or permission of instructor.";;;3144;GEOG;530;Lecture;30;Bernhard Ludwig Lehner, Graham Kyle MacDonald;Active
193;MATH 122 ;Calculus for Management.;"Review of functions, exponents and radicals, exponential and logorithm. Examples of functions in business applications. Limits, continuity and derivatives. Differentiation of elementary functions. Antiderivatives. The definite integral. Techniques of Integration. Applications of differentiation and integration including differential equations. Trigonometric functions are not discussed in this course. 
 
 3 hours lecture, 1 hour tutorial
 Prerequisite: A course in functions.
 Restrictions: Not open to students who have taken or are taking MATH 139, MATH 140, MATH 150. MATH 139, MATH 140, MATH 141, MATH 150 and MATH 151 are not open to students who have taken or are taking MATH 122, except by special permission of the Department of Mathematics and Statistics. Open to Desautels Faculty of Management students only. Offered by the Faculty of Science. Students intending to pursue one of the major or minor concentrations in Mathematics and Statistics in the Desautels Faculty of Management should take MATH 140 [or MATH 139] and MATH 141 instead.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";Review of functions, exponents and radicals, exponential and logorithm. Examples of functions in business applications. Limits, continuity and derivatives. Differentiation of elementary functions. Antiderivatives. The definite integral. Techniques of Integration. Applications of differentiation and integration including differential equations. Trigonometric functions are not discussed in this course. ;;;;3429;MATH;122;Lecture;30;Elio Toni Abi Younes;Active
194;MATH 123 ;Linear Algebra and Probability.;"Geometric vectors in low dimensions. Lines and planes. Dot and cross product. Linear equations and matrices. Matrix operations, properties and rank. Linear dependence and independence. Inverses and determinants. Linear programming and tableaux. Sample space, probability, combination of events. Conditional probability and Bayes Law. Random sampling. Random variables and common distributions. 
 
 3 hours lecture, 1 hour tutorial.
 Restrictions: Not open to students who have taken or are taking MATH 223, or MATH 133 or CEGEP objective 00UQ or equivalent. Open to Faculty of Management students only. Offered by the Faculty of Science. Students intending to pursue one of the major or minor concentrations in Mathematics and Statistics in the Faculty of Management should take MATH 133 instead.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";Geometric vectors in low dimensions. Lines and planes. Dot and cross product. Linear equations and matrices. Matrix operations, properties and rank. Linear dependence and independence. Inverses and determinants. Linear programming and tableaux. Sample space, probability, combination of events. Conditional probability and Bayes Law. Random sampling. Random variables and common distributions. ;;;;3433;MATH;123;Lecture;30;Jeremy David Macdonald;Active
195;MATH 133 ;Linear Algebra and Geometry.;"Systems of linear equations, matrices, inverses, determinants; geometric vectors in three dimensions, dot product, cross product, lines and planes; introduction to vector spaces, linear dependence and independence, bases. Linear transformations. Eigenvalues and diagonalization. 
 
 3 hours lecture, 1 hour tutorial
 Prerequisite: a course in functions
 Restriction A: Not open to students who have taken MATH 221 or CEGEP objective 00UQ or equivalent.
 Restriction B: Not open to students who have taken or are taking MATH 123, except by permission of the Department of Mathematics and Statistics.
 Restriction C: Not open to students who are taking or have taken MATH 134.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";"Systems of linear equations, matrices, inverses, determinants; geometric vectors in three dimensions, dot product, cross product, lines and planes; introduction to vector spaces, linear dependence and independence, bases. Linear transformations. Eigenvalues and diagonalization.";a course in functions;;;3437;MATH;133;Lecture;30;Hovsep  Mazakian, Rosalie  BÃ©langer-Rioux;Active
199;MATH 139 ;Calculus 1 with Precalculus.;"Review of trigonometry and other Precalculus topics. Limits, continuity, derivative. Differentiation of elementary functions. Antidifferentiation. Applications. 
 
 Fall
 4 hours lecture, 1 hour tutorial
 Prerequisite: a course in functions
 Restriction: Not open to students who have taken CEGEP objective 00UN or equivalent.
 Restriction Note B: Not open to students who have taken or are taking MATH 122, except by permission of the Department of Mathematics and Statistics.
 Students continue in MATH 141 
 Each Tutorial section is enrolment limited
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";Review of trigonometry and other Precalculus topics. Limits, continuity, derivative. Differentiation of elementary functions. Antidifferentiation. Applications. ;; Fall;;3459;MATH;139;Lecture;40;Magid  Sabbagh;Active
200;MATH 140 ;Calculus 1.;"Review of functions and graphs. Limits, continuity, derivative. Differentiation of elementary functions. Antidifferentiation. Applications. 
 
 3 hours lecture, 1 hour tutorial
 Prerequisite: High School Calculus
 Restriction: Not open to students who have taken MATH 120, MATH 139 or CEGEP objective 00UN or equivalent
 Restriction: Not open to students who have taken or are taking MATH 122, except by permission of the Department of Mathematics and Statistics
 Each Tutorial section is enrolment limited
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";Review of functions, exponents and radicals, exponential and logorithm. Examples of functions in business applications. Limits, continuity and derivatives. Differentiation of elementary functions. Antiderivatives. The definite integral. Techniques of Integration. Applications of differentiation and integration including differential equations. Trigonometric functions are not discussed in this course. ;;;;3464;MATH;140;Lecture;30;Samuel Anthony Mellick, Sidney  Trudeau;Active
203;MATH 141 ;Calculus 2.;"The definite integral. Techniques of integration. Applications. Introduction to sequences and series. 
 
 Prerequisites: MATH 139 or MATH 140 or MATH 150.
 Restriction: Not open to students who have taken MATH 121 or CEGEP objective 00UP or equivalent
 Restriction Note B: Not open to students who have taken or are taking MATH 122, except by permission of the Department of Mathematics and Statistics.
 Each Tutorial section is enrolment limited
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";The definite integral. Techniques of integration. Applications. Introduction to sequences and series. ;MATH 139 or MATH 140 or MATH 150.;;;3483;MATH;141;Lecture;40;Peter  Xu, Jeremy David Macdonald;Active
205;MATH 150 ;Calculus A.;"Functions, limits and continuity, differentiation, L'Hospital's rule, applications, Taylor polynomials, parametric curves, functions of several variables. 
 
 Fall
 3 hours lecture, 2 hours tutorial
 Students with no prior exposure to vector geometry are advised to take MATH 133 concurrently. Intended for students with high school calculus who have not received six advanced placement credits 
 Restriction: Not open to students who have taken CEGEP objective 00UN or equivalent
 Restriction Note B: Not open to students who have taken or are taking MATH 122, except by permission of the Department of Mathematics and Statistics
 MATH 150 and MATH 151 cover the material of MATH 139, MATH 140, MATH 141, MATH 222 
 
 4.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";Functions, limits and continuity, differentiation, L'Hospital's rule, applications, Taylor polynomials, parametric curves, functions of several variables.;; Fall;;3491;MATH;150;Lecture;40;Charles  Roth;Active
206;MATH 180 ;The Art of Mathematics.;"An overview of what mathematics has to offer. This course will let you discover the beauty of mathematical ideas while only requiring a high school background in mathematics. The topics of the course may include: prime numbers, modular arithmetic, complex numbers, matrices, permutations and combinations, probability, set theory, game theory, logic, chaos. Additional topics may be covered depending on the instructor. 
 
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Mathematics and Statistics Department";"An overview of what mathematics has to offer. This course will let you discover the beauty of mathematical ideas while only requiring a high school background in mathematics. The topics of the course may include: prime numbers, modular arithmetic, complex numbers, matrices, permutations and combinations, probability, set theory, game theory, logic, chaos. Additional topics may be covered depending on the instructor. 
 ";;;;3493;MATH;180;Lecture;30;Sidney  Trudeau;Active
207;MATH 203 ;Principles of Statistics 1.;"Examples of statistical data and the use of graphical means to summarize the data. Basic distributions arising in the natural and behavioural sciences. The logical meaning of a test of significance and a confidence interval. Tests of significance and confidence intervals in the one and two sample setting (means, variances and proportions). 
 
 No calculus prerequisites
 Restriction: This course is intended for students in all disciplines. For extensive course restrictions covering statistics courses see Section 3.6.1 of the Arts and of the Science sections of the calendar regarding course overlaps.
 You may not be able to receive credit for this course and other statistic courses. Be sure to check the Course Overlap section under Faculty Degree Requirements in the Arts or Science section of the Calendar. Students should consult http://www.mcgill.ca/students/transfercredit for information regarding transfer credits for this course.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Examples of statistical data and the use of graphical means to summarize the data. Basic distributions arising in the natural and behavioural sciences. The logical meaning of a test of significance and a confidence interval. Tests of significance and confidence intervals in the one and two sample setting (means, variances and proportions). ;;;;3494;MATH;203;Lecture;30;Alia  Sajjad;Active
209;MATH 208 ;Introduction to Statistical Computing.;"Basic data management. Data visualization. Exploratory data analysis and descriptive statistics. Writing functions. Simulation and parallel computing. Communication data and documenting code for reproducible research. 
 
 Prerequisite(s): MATH 133
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Optional Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Basic data management. Data visualization. Exploratory data analysis and descriptive statistics. Writing functions. Simulation and parallel computing. Communication data and documenting code for reproducible research. ;MATH 133;;;3499;MATH;208;Lecture;30;Russell  Steele;Active
210;MATH 222 ;Calculus 3.;"Taylor series, Taylor's theorem in one and several variables. Review of vector geometry. Partial differentiation, directional derivative. Extreme of functions of 2 or 3 variables. Parametric curves and arc length. Polar and spherical coordinates. Multiple integrals. 
 
 Prerequisite: MATH 141. Familiarity with vector geometry or Corequisite: MATH 133
 Restriction: Not open to students who have taken MATH 150, MATH 151 or MATH 262.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Taylor series, Taylor's theorem in one and several variables. Review of vector geometry. Partial differentiation, directional derivative. Extreme of functions of 2 or 3 variables. Parametric curves and arc length. Polar and spherical coordinates. Multiple integrals. ;MATH 141. Familiarity with vector geometry or Corequisite: MATH 133;;;3502;MATH;222;Lecture;30;Konrad  Wrobel, Elliot  Paquette;Active
212;MATH 223 ;Linear Algebra.;"Review of matrix algebra, determinants and systems of linear equations. Vector spaces, linear operators and their matrix representations, orthogonality. Eigenvalues and eigenvectors, diagonalization of Hermitian matrices. Applications. 
 
 Fall and Winter
 Prerequisite: MATH 133 or equivalent 
 Restriction: Not open to students in Mathematics programs nor to students who have taken or are taking MATH 236, MATH 247 or MATH 251. It is open to students in Faculty Programs
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Review of matrix algebra, determinants and systems of linear equations. Vector spaces, linear operators and their matrix representations, orthogonality. Eigenvalues and eigenvectors, diagonalization of Hermitian matrices. Applications. ;MATH 133 or equivalent ;Winter;;3507;MATH;223;Lecture;30;Jeremy David Macdonald;Active
214;MATH 228 ;Classical Geometry.;"This course is designed to reintroduce classical Euclidean geometry to tomorrowâ€™s teachers. Topics include: Axioms and Euclidâ€™s Elements, the triangle theorem, the Pythagorean Theorem and its extensions, basic constructions and similar triangles, Thalesâ€™ theorems and cyclic quadrilaterals, the centers of triangles, the nine-point circle, conic sections and analytic geometry, the prismatoid formula, the Platonic solids, non-Euclidean geometries. 
 
 Restrictions: Cannot be taken for credit by students in Mathematics and Statistics programs.
 Not open to students who have taken or are taking MATH 348 or MATH 398.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam 
 
 Faculty of Science 
 Mathematics and Statistics Department";This course is designed to reintroduce classical Euclidean geometry to tomorrowâ€™s teachers. Topics include: Axioms and Euclidâ€™s Elements, the triangle theorem, the Pythagorean Theorem and its extensions, basic constructions and similar triangles, Thalesâ€™ theorems and cyclic quadrilaterals, the centers of triangles, the nine-point circle, conic sections and analytic geometry, the prismatoid formula, the Platonic solids, non-Euclidean geometries. ;;;;3512;MATH;228;Lecture;30;Alberto  Cavallo;Active
215;MATH 235 ;Algebra 1.;"Sets, functions and relations. Methods of proof. Complex numbers. Divisibility theory for integers and modular arithmetic. Divisibility theory for polynomials. Rings, ideals and quotient rings. Fields and construction of fields from polynomial rings. Groups, subgroups and cosets; group actions on sets. 
 
 Fall
 3 hours lecture; 1 hour tutorial
 Prerequisite: MATH 133 or equivalent 
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";MATH 133 or equivalent ;"Sets, functions and relations. Methods of proof. Complex numbers. Divisibility theory for integers and modular arithmetic. Divisibility theory for polynomials. Rings, ideals and quotient rings. Fields and construction of fields from polynomial rings. Groups, subgroups and cosets; group actions on sets. 
 "; Fall;;3513;MATH;235;Lecture;30;Daniel T. Wise;Active
216;MATH 240 ;Discrete Structures.;"Introduction to discrete mathematics and applications. Logical reasoning and methods of proof. Elementary number theory and cryptography: prime numbers, modular equations, RSA encryption. Combinatorics: basic enumeration, combinatorial methods, recurrence equations. Graph theory: trees, cycles, planar graphs. 
 
 Fall and Winter
 Corequisite: MATH 133.
 Restriction: For students in any Computer Science, Computer Engineering, or Software Engineering programs. Others only with the instructor's permission. Not open to students who have taken or are taking MATH 235.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Introduction to discrete mathematics and applications. Logical reasoning and methods of proof. Elementary number theory and cryptography: prime numbers, modular equations, RSA encryption. Combinatorics: basic enumeration, combinatorial methods, recurrence equations. Graph theory: trees, cycles, planar graphs. ;;Winter;;3519;MATH;240;Lecture;30;Adrian Roshan  Vetta;Active
218;MATH 242 ;Analysis 1.;"A rigorous presentation of sequences and of real numbers and basic properties of continuous and differentiable functions on the real line. 
 
 Fall
 Prerequisite: MATH 141 
 Restriction(s): Not open to students who are taking or who have taken MATH 254.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";A rigorous presentation of sequences and of real numbers and basic properties of continuous and differentiable functions on the real line. ;MATH 141 ; Fall;;3525;MATH;242;Lecture;30;Axel W  Hundemer;Active
219;MATH 248 ;Honours Vector Calculus.;"Partial derivatives and differentiation of functions in several variables; Jacobians; maxima and minima; implicit functions. Scalar and vector fields; orthogonal curvilinear coordinates. Multiple integrals; arc length, volume and surface area. Line and surface integrals; irrotational and solenoidal fields; Green's theorem; the divergence theorem. Stokes' theorem; and applications. 
 
 Fall and Winter and Summer
 Prerequisites: MATH 133 and MATH 222 or consent of Department.
 Restriction: Intended for Honours Physics, Computer Science, Physiology and Engineering students.
 Restriction: Not open to students who have taken or are taking MATH 314 or MATH 358.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";"Partial derivatives and differentiation of functions in several variables; Jacobians; maxima and minima; implicit functions. Scalar and vector fields; orthogonal curvilinear coordinates. Multiple integrals; arc length, volume and surface area. Line and surface integrals; irrotational and solenoidal fields; Green's theorem; the divergence theorem. Stokes' theorem; and applications. "; MATH 133 and MATH 222 or consent of Department.;Winter;;3529;MATH;248;Lecture;30;Niky  Kamran;Active
220;MATH 254 ;Honours Analysis 1.;"Properties of R. Cauchy and monotone sequences, Bolzano- Weierstrass theorem. Limits, limsup, liminf of functions. Pointwise, uniform continuity: Intermediate Value theorem. Inverse and monotone functions. Differentiation: Mean Value theorem, L'Hospital's rule, Taylor's Theorem. 
 
 Prerequisite(s): MATH 141
 Restriction(s): Not open to students who are taking or who have taken MATH 242.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial, Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";"Properties of R. Cauchy and monotone sequences, Bolzano- Weierstrass theorem. Limits, limsup, liminf of functions. Pointwise, uniform continuity: Intermediate Value theorem. Inverse and monotone functions. Differentiation: Mean Value theorem, L'Hospital's rule, Taylor's Theorem. 
 ";MATH 141;;;3530;MATH;254;Lecture;30;Anush  Tserunyan;Active
221;MATH 314 ;Advanced Calculus.;"Derivative as a matrix. Chain rule. Implicit functions. Constrained maxima and minima. Jacobians. Multiple integration. Line and surface integrals. Theorems of Green, Stokes and Gauss. Fourier series with applications. 
 
 Prerequisites: MATH 133, MATH 222 
 Restriction: Not open to students who have taken or are taking MATH 248 or MATH 358.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Optional Tutorial 
 All Sections for this Course 
 
 Faculty of Science 
 Mathematics and Statistics Department";Derivative as a matrix. Chain rule. Implicit functions. Constrained maxima and minima. Jacobians. Multiple integration. Line and surface integrals. Theorems of Green, Stokes and Gauss. Fourier series with applications. ;MATH 133, MATH 222 ;;;3556;MATH;314;Lecture;30;Charles  Roth;Active
222;MATH 315 ;Ordinary Differential Equations.;"First order ordinary differential equations including elementary numerical methods. Linear differential equations. Laplace transforms. Series solutions. 
 
 Prerequisite: MATH 222.
 Corequisite: MATH 133.
 Restriction: Not open to students who have taken or are taking MATH 325.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Optional Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";First order ordinary differential equations including elementary numerical methods. Linear differential equations. Laplace transforms. Series solutions. ;MATH 222.;;;3557;MATH;315;Lecture;30;Aaron  Berk;Active
223;MATH 316 ;Complex Variables.;"Algebra of complex numbers, Cauchy-Riemann equations, complex integral, Cauchy's theorems. Taylor and Laurent series, residue theory and applications. 
 
 Fall
 Prerequisites: MATH 314 or equivalent and MATH 243.
 Restriction: Not open to students who have taken or are taking MATH 249, MATH 366, MATH 381 or MATH 466.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Optional Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Algebra of complex numbers, Cauchy-Riemann equations, complex integral, Cauchy's theorems. Taylor and Laurent series, residue theory and applications. ;MATH 314 or equivalent and MATH 243.; Fall;;3559;MATH;316;Lecture;30;Brent  Pym;Active
224;MATH 317 ;Numerical Analysis.;"Error analysis. Numerical solutions of equations by iteration. Interpolation. Numerical differentiation and integration. Introduction to numerical solutions of differential equations. 
 
 Fall
 Prerequisites: MATH 315 or MATH 325 or MATH 263, and COMP 202 or permission of instructor.
 Restrictions: Not open to students who have taken COMP 350
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial 
 
 Faculty of Science 
 Mathematics and Statistics Department";Error analysis. Numerical solutions of equations by iteration. Interpolation. Numerical differentiation and integration. Introduction to numerical solutions of differential equations. ;; Fall;;3560;MATH;317;Lecture;30;Jean-Philippe  Lessard;Active
